thumb_metacarpal,thumb_proximal,thumb_intermediate,thumb_distal,index_metacarpal,index_proximal,index_intermediate,index_distal,middle_metacarpal,middle_proximal,middle_intermediate,middle_distal,ring_metacarpal,ring_proximal,ring_intermediate,ring_distal,pinky_metacarpal,pinky_proximal,pinky_intermediate,pinky_distal,gesture,person
"(0, 0, 0)","(-0.966089, -0.110773, -0.233242)","(-0.936019, -0.203372, -0.287243)","(-0.936424, -0.202337, -0.286652)","(-0.978435, -0.0449893, 0.201597)","(-0.926935, -0.080931, 0.36639)","(-0.94394, -0.0287339, 0.328866)","(-0.954956, 0.0150181, 0.296367)","(-0.951425, 0.0408544, 0.305158)","(-0.946154, 0.318301, 0.0589636)","(-0.698737, 0.597227, -0.393811)","(-0.478119, 0.662759, -0.576327)","(-0.901548, 0.136922, 0.410443)","(-0.894897, 0.218508, 0.389119)","(-0.904419, 0.253275, 0.343334)","(-0.909737, 0.279933, 0.306621)","(-0.829373, 0.192892, 0.52434)","(-0.54874, 0.0683707, 0.833192)","(-0.846658, 0.532129, 0.00287663)","(-0.377671, 0.49754, -0.780909)",pinch,christina
"(0, 0, 0)","(-0.968133, -0.0801942, -0.237249)","(-0.944115, -0.164093, -0.285868)","(-0.946101, -0.158279, -0.282561)","(-0.981333, -0.0373063, 0.188661)","(-0.935205, -0.0710434, 0.346907)","(-0.951001, -0.0186511, 0.308625)","(-0.960936, 0.0251343, 0.275626)","(-0.9551, 0.04875, 0.292245)","(-0.929894, 0.366924, -0.0257556)","(-0.579278, 0.637708, -0.507707)","(-0.308047, 0.673555, -0.671886)","(-0.905953, 0.144876, 0.39782)","(-0.898326, 0.22616, 0.376647)","(-0.907056, 0.261038, 0.330316)","(-0.91172, 0.28776, 0.29319)","(-0.834909, 0.200782, 0.512458)","(-0.559194, 0.0759939, 0.825547)","(-0.842647, 0.538371, -0.0101129)","(-0.364241, 0.497347, -0.787384)",pinch,christina
"(0, 0, 0)","(-0.97772, -0.0575295, -0.201878)","(-0.958006, -0.131976, -0.254571)","(-0.960587, -0.12383, -0.248875)","(-0.973507, -0.0624021, 0.219978)","(-0.923508, -0.106459, 0.36851)","(-0.940863, -0.0511887, 0.334899)","(-0.952101, -0.00495628, 0.305743)","(-0.944171, 0.015424, 0.329093)","(-0.922364, 0.386277, -0.00593935)","(-0.52552, 0.692226, -0.494622)","(-0.181495, 0.719344, -0.670524)","(-0.891941, 0.103368, 0.440177)","(-0.885612, 0.185924, 0.425587)","(-0.896448, 0.224876, 0.381853)","(-0.902722, 0.254866, 0.346607)","(-0.817197, 0.150729, 0.5563)","(-0.52879, 0.00506101, 0.848738)","(-0.846027, 0.52941, 0.0629594)","(-0.395983, 0.554352, -0.732046)",pinch,christina
"(0, 0, 0)","(-0.967568, 0.0505374, -0.247503)","(-0.950653, -0.0119994, -0.310025)","(-0.953335, -0.00372729, -0.301892)","(-0.986152, -0.0368799, 0.161694)","(-0.948616, -0.107047, 0.297774)","(-0.961064, -0.0428535, 0.272983)","(-0.967837, 0.0106863, 0.251352)","(-0.958529, 0.0178449, 0.284437)","(-0.886465, 0.462793, 0.00144488)","(-0.402417, 0.817285, -0.412439)","(0.00143001, 0.826561, -0.562845)","(-0.907618, 0.080635, 0.41198)","(-0.895293, 0.160641, 0.415506)","(-0.901956, 0.210205, 0.377213)","(-0.904681, 0.24857, 0.34607)","(-0.836844, 0.101207, 0.538005)","(-0.575165, -0.108309, 0.810836)","(-0.813973, 0.569192, 0.116059)","(-0.315312, 0.700456, -0.640266)",pinch,christina
"(0, 0, 0)","(-0.971334, 0.150743, -0.183812)","(-0.962228, 0.106353, -0.250612)","(-0.966556, 0.123887, -0.224547)","(-0.986782, -0.0578759, 0.151363)","(-0.951265, -0.148945, 0.270018)","(-0.963235, -0.0790193, 0.256776)","(-0.969363, -0.0206453, 0.244764)","(-0.959038, -0.0265634, 0.282028)","(-0.875316, 0.478063, 0.072651)","(-0.358948, 0.892058, -0.274569)","(0.0762446, 0.904321, -0.419989)","(-0.907957, 0.0116252, 0.418901)","(-0.894224, 0.0815477, 0.440129)","(-0.901392, 0.143039, 0.408696)","(-0.903982, 0.191099, 0.382488)","(-0.837329, 0.00841924, 0.546634)","(-0.582672, -0.236415, 0.777561)","(-0.803525, 0.559067, 0.204429)","(-0.291872, 0.805223, -0.516165)",pinch,christina
"(0, 0, 0)","(-0.971089, 0.209523, -0.114398)","(-0.968674, 0.177352, -0.173832)","(-0.970913, 0.201868, -0.128752)","(-0.986339, -0.0585239, 0.153983)","(-0.951875, -0.156187, 0.263703)","(-0.963182, -0.0837153, 0.255486)","(-0.96858, -0.0232573, 0.247614)","(-0.957389, -0.0372307, 0.286392)","(-0.865302, 0.489422, 0.108252)","(-0.328112, 0.919768, -0.215336)","(0.125309, 0.923373, -0.362876)","(-0.904988, -0.00978253, 0.425325)","(-0.890108, 0.0470235, 0.453317)","(-0.898074, 0.118389, 0.423612)","(-0.900537, 0.17452, 0.398216)","(-0.833557, -0.0231454, 0.551949)","(-0.592392, -0.262571, 0.761662)","(-0.784495, 0.577657, 0.225566)","(-0.254517, 0.840047, -0.479105)",pinch,christina
"(0, 0, 0)","(-0.960957, 0.259492, -0.0960486)","(-0.960629, 0.234161, -0.149535)","(-0.960835, 0.261529, -0.0916484)","(-0.991329, -0.038696, 0.125573)","(-0.962912, -0.139979, 0.230667)","(-0.97211, -0.065692, 0.225136)","(-0.975585, -0.00383937, 0.219591)","(-0.965455, -0.023794, 0.259483)","(-0.852714, 0.511971, 0.103753)","(-0.286324, 0.939349, -0.18879)","(0.180506, 0.928628, -0.324141)","(-0.916165, -0.00364465, 0.400785)","(-0.900601, 0.0414837, 0.432663)","(-0.906926, 0.121819, 0.403292)","(-0.907192, 0.185181, 0.37777)","(-0.848565, -0.0242421, 0.528536)","(-0.629569, -0.256087, 0.733527)","(-0.763371, 0.611448, 0.208317)","(-0.192463, 0.861436, -0.469985)",pinch,christina
"(0, 0, 0)","(-0.944308, 0.316037, -0.0916671)","(-0.944714, 0.29581, -0.141468)","(-0.943541, 0.322764, -0.074527)","(-0.995845, -0.00122083, 0.0910529)","(-0.97572, -0.106971, 0.191121)","(-0.981516, -0.0311806, 0.188823)","(-0.982019, 0.0317369, 0.186093)","(-0.974037, 0.00624683, 0.226302)","(-0.831894, 0.546044, 0.098931)","(-0.232453, 0.9602, -0.154863)","(0.243291, 0.930093, -0.275203)","(-0.928886, 0.0175817, 0.369949)","(-0.912741, 0.0552068, 0.40479)","(-0.914957, 0.143202, 0.377289)","(-0.911141, 0.212589, 0.353028)","(-0.866693, -0.0119105, 0.4987)","(-0.671809, -0.245282, 0.698934)","(-0.733765, 0.649886, 0.198084)","(-0.120797, 0.886176, -0.447326)",pinch,christina
"(0, 0, 0)","(-0.97349, 0.227324, -0.0253195)","(-0.974008, 0.215403, -0.0700756)","(-0.97194, 0.235169, 0.00521571)","(-0.987776, -0.119392, 0.100223)","(-0.954698, -0.232192, 0.186116)","(-0.968563, -0.156924, 0.193027)","(-0.975717, -0.0939037, 0.197887)","(-0.963799, -0.125651, 0.235166)","(-0.881696, 0.439634, 0.17127)","(-0.331521, 0.942692, -0.0377678)","(0.145787, 0.975282, -0.166047)","(-0.916835, -0.126565, 0.378676)","(-0.903439, -0.0976959, 0.417437)","(-0.916688, -0.00129043, 0.3996)","(-0.920831, 0.0758819, 0.382507)","(-0.848945, -0.164183, 0.50233)","(-0.633076, -0.383167, 0.672605)","(-0.787248, 0.553201, 0.272412)","(-0.211178, 0.914046, -0.346301)",pinch,christina
"(0, 0, 0)","(-0.982217, 0.187502, -0.00963771)","(-0.982671, 0.178205, -0.0509889)","(-0.980274, 0.195657, 0.0279531)","(-0.981582, -0.166788, 0.0931633)","(-0.943992, -0.280056, 0.174492)","(-0.961249, -0.205111, 0.184198)","(-0.971165, -0.14215, 0.191394)","(-0.957483, -0.176953, 0.227846)","(-0.900857, 0.39259, 0.185281)","(-0.37362, 0.927574, -0.00370506)","(0.102865, 0.986197, -0.12975)","(-0.910665, -0.18108, 0.371348)","(-0.898287, -0.156802, 0.41048)","(-0.916913, -0.0546168, 0.395332)","(-0.924551, 0.0277114, 0.380049)","(-0.84129, -0.220185, 0.49371)","(-0.629436, -0.414939, 0.65699)","(-0.803079, 0.528493, 0.275244)","(-0.232421, 0.916173, -0.32651)",pinch,christina
"(0, 0, 0)","(-0.988916, 0.148254, 0.00805254)","(-0.989501, 0.142044, -0.0266696)","(-0.986185, 0.156323, 0.0547865)","(-0.973411, -0.212206, 0.0862543)","(-0.931239, -0.326228, 0.162385)","(-0.951711, -0.252003, 0.17533)","(-0.964265, -0.189425, 0.185233)","(-0.948628, -0.227016, 0.220381)","(-0.917419, 0.342301, 0.202907)","(-0.415787, 0.908726, 0.0365765)","(0.0595329, 0.994351, -0.0878773)","(-0.901386, -0.235203, 0.36357)","(-0.889314, -0.216477, 0.402813)","(-0.913718, -0.10896, 0.391469)","(-0.925189, -0.0216897, 0.378886)","(-0.830163, -0.276451, 0.484153)","(-0.623678, -0.449691, 0.639377)","(-0.817888, 0.499964, 0.284773)","(-0.258556, 0.919277, -0.296779)",pinch,christina
"(0, 0, 0)","(-0.99129, 0.12903, 0.0263729)","(-0.992252, 0.12418, -0.00396619)","(-0.987408, 0.137141, 0.0788515)","(-0.967935, -0.23379, 0.0918878)","(-0.923002, -0.347481, 0.165302)","(-0.944925, -0.273453, 0.179836)","(-0.958653, -0.210941, 0.19102)","(-0.941508, -0.250438, 0.225484)","(-0.923015, 0.316599, 0.218651)","(-0.436597, 0.897811, 0.0576046)","(0.0373148, 0.996801, -0.0706791)","(-0.892672, -0.26016, 0.36804)","(-0.879905, -0.246803, 0.406023)","(-0.908471, -0.132742, 0.396308)","(-0.922273, -0.0396858, 0.384497)","(-0.81941, -0.302038, 0.487176)","(-0.621768, -0.45454, 0.637808)","(-0.818253, 0.497639, 0.28778)","(-0.26441, 0.920038, -0.289166)",pinch,christina
"(0, 0, 0)","(-0.996772, 0.0760497, 0.0257254)","(-0.996265, 0.0787743, 0.0353732)","(-0.989373, 0.0987131, 0.106752)","(-0.953417, -0.283236, 0.103801)","(-0.889832, -0.415876, 0.187741)","(-0.921277, -0.337121, 0.193902)","(-0.942493, -0.269274, 0.197984)","(-0.929147, -0.282214, 0.238833)","(-0.946127, 0.278504, 0.165166)","(-0.493557, 0.867855, -0.0568226)","(-0.0223266, 0.981711, -0.189064)","(-0.883159, -0.271823, 0.382286)","(-0.875519, -0.25452, 0.410713)","(-0.915364, -0.125821, 0.382463)","(-0.934796, -0.0208775, 0.354572)","(-0.81025, -0.294491, 0.506725)","(-0.626194, -0.39159, 0.674195)","(-0.845553, 0.498425, 0.191347)","(-0.291263, 0.861127, -0.416686)",pinch,christina
"(0, 0, 0)","(-0.999155, 0.00575328, 0.0406949)","(-0.997052, 0.016078, 0.0750253)","(-0.989494, 0.0356712, 0.140101)","(-0.929511, -0.353703, 0.104422)","(-0.822857, -0.537117, 0.185502)","(-0.866728, -0.460453, 0.191746)","(-0.898809, -0.392136, 0.195889)","(-0.906006, -0.348982, 0.23951)","(-0.965351, 0.207547, 0.158182)","(-0.557332, 0.827256, -0.0709126)","(-0.0941867, 0.974551, -0.203419)","(-0.861599, -0.333146, 0.382964)","(-0.863858, -0.306191, 0.399995)","(-0.918994, -0.15562, 0.362261)","(-0.945083, -0.032703, 0.325191)","(-0.787742, -0.348477, 0.507963)","(-0.618855, -0.406164, 0.672346)","(-0.873725, 0.460327, 0.157174)","(-0.328387, 0.832495, -0.446221)",pinch,christina
"(0, 0, 0)","(-0.997883, -0.00293853, 0.064969)","(-0.993441, 0.0097747, 0.113925)","(-0.984036, 0.0259856, 0.176064)","(-0.924752, -0.366581, 0.102234)","(-0.791246, -0.587598, 0.169286)","(-0.840066, -0.511739, 0.180037)","(-0.876651, -0.442821, 0.188127)","(-0.899523, -0.366939, 0.237094)","(-0.964625, 0.193865, 0.178648)","(-0.560166, 0.827722, -0.033012)","(-0.0949684, 0.981467, -0.166445)","(-0.853388, -0.356317, 0.380483)","(-0.865126, -0.316694, 0.388925)","(-0.924998, -0.143568, 0.351806)","(-0.949497, -0.00311372, 0.313762)","(-0.777761, -0.375823, 0.50383)","(-0.619489, -0.42415, 0.660553)","(-0.871364, 0.458915, 0.173557)","(-0.330647, 0.847166, -0.415912)",pinch,christina
"(0, 0, 0)","(-0.998082, 0.0154234, 0.0599487)","(-0.992803, 0.0295651, 0.116056)","(-0.983257, 0.0448301, 0.176626)","(-0.932056, -0.35088, 0.0903056)","(-0.789395, -0.594145, 0.154426)","(-0.839443, -0.517606, 0.165587)","(-0.87715, -0.447527, 0.174144)","(-0.908287, -0.352421, 0.225421)","(-0.962547, 0.211524, 0.169591)","(-0.540372, 0.840666, -0.0357597)","(-0.0668157, 0.984177, -0.16411)","(-0.863515, -0.343396, 0.369351)","(-0.879683, -0.295762, 0.372401)","(-0.937573, -0.10578, 0.331311)","(-0.956073, 0.0470587, 0.289327)","(-0.789569, -0.364901, 0.493383)","(-0.643434, -0.405678, 0.649168)","(-0.861269, 0.48301, 0.157851)","(-0.303763, 0.855563, -0.419213)",pinch,christina
"(0, 0, 0)","(-0.997103, 0.0709727, 0.0273718)","(-0.992446, 0.0857728, 0.0877101)","(-0.983954, 0.100219, 0.147617)","(-0.952573, -0.299096, 0.0560874)","(-0.819313, -0.559904, 0.123429)","(-0.866694, -0.480742, 0.133153)","(-0.901908, -0.408372, 0.140694)","(-0.933795, -0.301955, 0.191965)","(-0.954551, 0.265468, 0.135496)","(-0.487799, 0.87126, -0.0543821)","(0.00045221, 0.986156, -0.165818)","(-0.893795, -0.295421, 0.337427)","(-0.908848, -0.245097, 0.337523)","(-0.955437, -0.0422207, 0.29216)","(-0.961659, 0.118985, 0.247092)","(-0.825647, -0.320973, 0.463986)","(-0.699846, -0.352392, 0.621318)","(-0.830567, 0.545156, 0.113859)","(-0.226237, 0.870805, -0.43648)",pinch,christina
"(0, 0, 0)","(-0.997129, 0.0562933, 0.0506365)","(-0.990741, 0.0713831, 0.115485)","(-0.981047, 0.0848706, 0.174197)","(-0.94695, -0.315273, 0.0623598)","(-0.804865, -0.580374, 0.123928)","(-0.854123, -0.502156, 0.135329)","(-0.89107, -0.430308, 0.144322)","(-0.926642, -0.319593, 0.197979)","(-0.956887, 0.24915, 0.149305)","(-0.49935, 0.865547, -0.0384539)","(-0.0117444, 0.988002, -0.153996)","(-0.885163, -0.314301, 0.343076)","(-0.901297, -0.265135, 0.34259)","(-0.952811, -0.0546455, 0.298606)","(-0.960646, 0.113268, 0.253634)","(-0.81523, -0.340384, 0.468549)","(-0.699703, -0.352844, 0.621222)","(-0.8293, 0.546705, 0.11565)","(-0.229751, 0.872309, -0.431615)",pinch,christina
"(0, 0, 0)","(-0.998479, 0.0183141, 0.0520068)","(-0.992084, 0.0351056, 0.12057)","(-0.983183, 0.048665, 0.176021)","(-0.934009, -0.352783, 0.0563075)","(-0.779143, -0.615095, 0.120811)","(-0.832101, -0.538884, 0.131195)","(-0.872445, -0.468429, 0.139334)","(-0.914828, -0.355209, 0.192137)","(-0.967333, 0.212297, 0.138551)","(-0.531089, 0.845792, -0.0508016)","(-0.0456615, 0.98554, -0.163177)","(-0.874972, -0.3471, 0.337559)","(-0.892806, -0.300469, 0.335582)","(-0.953651, -0.0869051, 0.288092)","(-0.967025, 0.0848649, 0.240126)","(-0.805234, -0.369345, 0.463877)","(-0.700341, -0.361522, 0.615487)","(-0.845516, 0.52571, 0.0934429)","(-0.250643, 0.858759, -0.446891)",pinch,christina
"(0, 0, 0)","(-0.994935, -0.100437, 0.00414746)","(-0.993642, -0.0835015, 0.0755164)","(-0.989082, -0.0703259, 0.129503)","(-0.886699, -0.462344, 0.00137786)","(-0.702817, -0.707788, 0.0713092)","(-0.765345, -0.638681, 0.0795808)","(-0.814548, -0.573649, 0.0862452)","(-0.874631, -0.464726, 0.138024)","(-0.991723, 0.0940143, 0.0874512)","(-0.623277, 0.778707, -0.0717089)","(-0.150947, 0.976156, -0.155997)","(-0.843839, -0.454348, 0.285489)","(-0.866286, -0.411874, 0.282681)","(-0.950779, -0.203696, 0.233509)","(-0.982053, -0.0316036, 0.185939)","(-0.77877, -0.470229, 0.415213)","(-0.692193, -0.442158, 0.570408)","(-0.902302, 0.428691, 0.0455565)","(-0.321604, 0.830652, -0.454519)",pinch,christina
"(0, 0, 0)","(-0.98325, -0.18179, -0.0131016)","(-0.984366, -0.165582, 0.0600441)","(-0.981707, -0.153208, 0.11304)","(-0.845147, -0.534018, -0.0234645)","(-0.640889, -0.766241, 0.0462211)","(-0.709344, -0.702768, 0.0542938)","(-0.76415, -0.642151, 0.0609683)","(-0.8355, -0.537672, 0.113346)","(-0.997564, 0.0108374, 0.0689035)","(-0.682848, 0.726922, -0.0728172)","(-0.225424, 0.963457, -0.144685)","(-0.808461, -0.527245, 0.261542)","(-0.833482, -0.488397, 0.25841)","(-0.935918, -0.282979, 0.209713)","(-0.980517, -0.109549, 0.163052)","(-0.744756, -0.539854, 0.392297)","(-0.669408, -0.501013, 0.548524)","(-0.934103, 0.355602, 0.0316116)","(-0.38178, 0.808255, -0.448294)",pinch,christina
"(0, 0, 0)","(-0.993847, -0.109141, 0.0189016)","(-0.990759, -0.0987653, 0.092966)","(-0.984889, -0.0907184, 0.147527)","(-0.883099, -0.468529, -0.0248317)","(-0.692683, -0.721041, 0.0170364)","(-0.756011, -0.653721, 0.0331135)","(-0.806005, -0.590044, 0.0469529)","(-0.868196, -0.483714, 0.110707)","(-0.990306, 0.0766224, 0.115857)","(-0.628568, 0.777619, 0.0145268)","(-0.157493, 0.985673, -0.0603763)","(-0.834443, -0.48705, 0.257851)","(-0.852818, -0.453698, 0.258571)","(-0.944923, -0.232811, 0.230043)","(-0.979044, -0.0479453, 0.197922)","(-0.766597, -0.514532, 0.384169)","(-0.686135, -0.488947, 0.538656)","(-0.902202, 0.419229, 0.101383)","(-0.341658, 0.865798, -0.365601)",pinch,christina
"(0, 0, 0)","(-0.994678, -0.102193, 0.0131089)","(-0.991837, -0.0932359, 0.0869897)","(-0.98586, -0.0859478, 0.143852)","(-0.886262, -0.46185, -0.0351386)","(-0.696471, -0.717581, 0.00233156)","(-0.759548, -0.65016, 0.0194815)","(-0.809304, -0.586384, 0.034365)","(-0.871783, -0.479547, 0.100142)","(-0.990033, 0.0808812, 0.115295)","(-0.623485, 0.781367, 0.0270676)","(-0.150459, 0.987668, -0.0432909)","(-0.838401, -0.485734, 0.247278)","(-0.841565, -0.479159, 0.249349)","(-0.941587, -0.250452, 0.225141)","(-0.979134, -0.055508, 0.19549)","(-0.771045, -0.51593, 0.373237)","(-0.69716, -0.486398, 0.526673)","(-0.898364, 0.426587, 0.104721)","(-0.338134, 0.873889, -0.34926)",pinch,christina
"(0, 0, 0)","(-0.99757, -0.0692501, 0.0076834)","(-0.994892, -0.0630349, 0.0788425)","(-0.9882, -0.0572082, 0.142083)","(-0.900542, -0.43273, -0.0420659)","(-0.717631, -0.696283, -0.0139765)","(-0.778593, -0.627504, 0.00566852)","(-0.826365, -0.562671, 0.0228436)","(-0.885717, -0.454914, 0.0925136)","(-0.986693, 0.101844, 0.126749)","(-0.605305, 0.793995, 0.0563768)","(-0.127796, 0.991726, -0.012183)","(-0.851557, -0.466543, 0.239141)","(-0.818088, -0.52075, 0.244031)","(-0.929584, -0.287298, 0.230941)","(-0.97466, -0.0808185, 0.208583)","(-0.784336, -0.502585, 0.363627)","(-0.715722, -0.471273, 0.515407)","(-0.882187, 0.454968, 0.121452)","(-0.315724, 0.893607, -0.319036)",pinch,christina
"(0, 0, 0)","(-0.999936, -0.00591954, -0.0096326)","(-0.998598, -0.00221302, 0.0528948)","(-0.993247, 0.00154938, 0.116011)","(-0.924598, -0.377909, -0.0479954)","(-0.756662, -0.653255, -0.0268564)","(-0.813538, -0.581487, -0.00541065)","(-0.857479, -0.514344, 0.0134286)","(-0.910725, -0.403962, 0.0859913)","(-0.979292, 0.151527, 0.134267)","(-0.563234, 0.822637, 0.0776895)","(-0.075986, 0.997048, 0.0110432)","(-0.876895, -0.42089, 0.232178)","(-0.823315, -0.516285, 0.235801)","(-0.933054, -0.275843, 0.230912)","(-0.974856, -0.0603665, 0.214501)","(-0.811564, -0.463628, 0.355547)","(-0.743819, -0.435463, 0.507055)","(-0.853975, 0.502244, 0.135935)","(-0.270661, 0.916632, -0.294159)",pinch,christina
"(0, 0, 0)","(-0.985827, 0.166031, -0.0240649)","(-0.985599, 0.167122, 0.0257919)","(-0.983336, 0.167744, 0.0700906)","(-0.974926, -0.217179, -0.0485022)","(-0.854449, -0.518051, -0.0392506)","(-0.898541, -0.438646, -0.0146115)","(-0.930657, -0.365824, 0.00709969)","(-0.964582, -0.249942, 0.0843254)","(-0.942754, 0.296011, 0.153597)","(-0.431149, 0.894931, 0.11493)","(0.0772533, 0.995883, 0.0474298)","(-0.932949, -0.277463, 0.22939)","(-0.885245, -0.405464, 0.227905)","(-0.960693, -0.148897, 0.234304)","(-0.97104, 0.0753588, 0.226721)","(-0.874721, -0.334835, 0.350354)","(-0.803295, -0.321427, 0.501399)","(-0.758638, 0.630195, 0.165292)","(-0.122821, 0.958824, -0.25607)",pinch,christina
"(0, 0, 0)","(-0.973692, 0.215248, -0.0747799)","(-0.975945, 0.215364, -0.033905)","(-0.976539, 0.215239, -0.00659213)","(-0.981395, -0.170915, -0.087474)","(-0.874596, -0.47793, -0.0816322)","(-0.916004, -0.397155, -0.056601)","(-0.945637, -0.323417, -0.0342346)","(-0.977287, -0.20713, 0.0447953)","(-0.936041, 0.327519, 0.128683)","(-0.403896, 0.906553, 0.122598)","(0.110414, 0.991046, 0.0750723)","(-0.952126, -0.239369, 0.190154)","(-0.905293, -0.381667, 0.18648)","(-0.972808, -0.121448, 0.197216)","(-0.975091, 0.105359, 0.195184)","(-0.900903, -0.302095, 0.311629)","(-0.83473, -0.294452, 0.465321)","(-0.735895, 0.659071, 0.155194)","(-0.0745901, 0.969182, -0.234781)",pinch,christina
"(0, 0, 0)","(-0.965576, 0.243266, -0.0921085)","(-0.96838, 0.243641, -0.053655)","(-0.96935, 0.243692, -0.0312141)","(-0.984901, -0.142457, -0.0983641)","(-0.886837, -0.453146, -0.0904413)","(-0.926234, -0.371095, -0.0661655)","(-0.95403, -0.296407, -0.0443871)","(-0.983389, -0.178283, 0.0340665)","(-0.929419, 0.349973, 0.117041)","(-0.385132, 0.915627, 0.115329)","(0.131877, 0.988543, 0.0734294)","(-0.96087, -0.210699, 0.179819)","(-0.915575, -0.361189, 0.176816)","(-0.977536, -0.0986625, 0.186249)","(-0.974444, 0.129352, 0.183649)","(-0.912918, -0.274442, 0.302097)","(-0.848608, -0.267335, 0.456505)","(-0.718992, 0.679695, 0.145136)","(-0.047195, 0.970287, -0.237308)",pinch,christina
"(0, 0, 0)","(-0.952895, 0.28614, -0.100574)","(-0.956335, 0.285237, -0.0637452)","(-0.957729, 0.284534, -0.0423631)","(-0.988851, -0.0886493, -0.119643)","(-0.907008, -0.402734, -0.123048)","(-0.943692, -0.316937, -0.094848)","(-0.968487, -0.239206, -0.0693723)","(-0.991435, -0.130126, 0.0111115)","(-0.914459, 0.387113, 0.117934)","(-0.346132, 0.926225, 0.149332)","(0.174564, 0.97747, 0.118658)","(-0.973106, -0.169821, 0.155645)","(-0.93373, -0.326677, 0.146387)","(-0.984107, -0.0617112, 0.166512)","(-0.970538, 0.166613, 0.174058)","(-0.930513, -0.241046, 0.275759)","(-0.868852, -0.243033, 0.431314)","(-0.687922, 0.706988, 0.164107)","(0.00163364, 0.980962, -0.194196)",pinch,christina
"(0, 0, 0)","(-0.940116, 0.332793, -0.0736894)","(-0.942542, 0.331851, -0.0385896)","(-0.943133, 0.331409, -0.0258584)","(-0.995273, -0.0300588, -0.0923488)","(-0.934008, -0.343198, -0.0992182)","(-0.965995, -0.249741, -0.0669604)","(-0.985458, -0.165593, -0.0380872)","(-0.996612, -0.0729576, 0.0379642)","(-0.88815, 0.434969, 0.148295)","(-0.291172, 0.941531, 0.169524)","(0.230712, 0.965009, 0.124619)","(-0.976595, -0.115456, 0.181473)","(-0.945726, -0.277555, 0.169013)","(-0.981016, -0.0101273, 0.193664)","(-0.954602, 0.217569, 0.203469)","(-0.934869, -0.190519, 0.299537)","(-0.869174, -0.197527, 0.453342)","(-0.641641, 0.742613, 0.191893)","(0.0507994, 0.981905, -0.182434)",pinch,christina
"(0, 0, 0)","(-0.922965, 0.383617, -0.0312178)","(-0.923806, 0.382852, 0.00250811)","(-0.923842, 0.382699, 0.00758048)","(-0.998455, 0.0302484, -0.0466036)","(-0.959089, -0.278039, -0.0533211)","(-0.984278, -0.175792, -0.017178)","(-0.996311, -0.084569, 0.014612)","(-0.996413, -0.0128422, 0.083637)","(-0.853661, 0.485344, 0.188957)","(-0.228529, 0.956192, 0.182951)","(0.291419, 0.949756, 0.114186)","(-0.972448, -0.0568562, 0.22608)","(-0.951483, -0.223098, 0.211915)","(-0.970088, 0.0461518, 0.238324)","(-0.929953, 0.272334, 0.247025)","(-0.929967, -0.134616, 0.342112)","(-0.857825, -0.145773, 0.492835)","(-0.58652, 0.779101, 0.221351)","(0.100494, 0.977752, -0.184126)",pinch,christina
"(0, 0, 0)","(-0.916278, 0.400236, -0.0156716)","(-0.916758, 0.399128, 0.0158548)","(-0.916744, 0.399324, 0.0109895)","(-0.998039, 0.0524657, -0.0341426)","(-0.96702, -0.250899, -0.043831)","(-0.989605, -0.143753, -0.00406017)","(-0.998348, -0.0485584, 0.0307262)","(-0.995412, 0.00734946, 0.0953998)","(-0.841568, 0.499088, 0.206579)","(-0.207797, 0.957433, 0.200356)","(0.311235, 0.942036, 0.1253)","(-0.970745, -0.0393491, 0.236865)","(-0.953175, -0.207868, 0.219654)","(-0.966162, 0.0614923, 0.2505)","(-0.92133, 0.287017, 0.262245)","(-0.928611, -0.119775, 0.351193)","(-0.853617, -0.139896, 0.501765)","(-0.571768, 0.783283, 0.244025)","(0.111939, 0.97963, -0.166716)",pinch,christina
